AA19 心脏移植
QS15 红细胞病及营养性贫血，不伴有并发症与合并症
QS21 溶血性贫血，伴有严重并发症与合并症
QS23 溶血性贫血，伴有一般并发症与合并症
QS25 溶血性贫血，不伴有并发症与合并症
QS31 再生障碍性贫血，伴有严重并发症与合并症
QS33 再生障碍性贫血，伴有一般并发症与合并症
QS35 再生障碍性贫血，不伴有并发症与合并症
QS41 其他贫血，伴有严重并发症与合并症
QS43 其他贫血，伴有一般并发症与合并症
QS45 其他贫血，不伴有并发症与合并症
QT11 凝血功能障碍，伴有严重并发症与合并症
QT13 凝血功能障碍，伴有一般并发症与合并症
QT15 凝血功能障碍，不伴有并发症与合并症
RA1A 淋巴瘤、白血病等伴重大手术，伴有严重或一般并发症与合并症
RA15 淋巴瘤、白血病等伴重大手术，不伴有并发症与合并症
RA21 淋巴瘤、白血病等伴其他手术，伴有严重并发症与合并症
RA2B 淋巴瘤、白血病等伴其他手术，不伴严重并发症与合并症
RA39 骨髓增生性疾患或低分化肿瘤等伴重大手术
RA49 骨髄增生性疾患或低分化肿瘤等伴其他手术
RB1A 急性白血病化学治疗和/或其他治疗，伴有严重或一般并发症与合并症
RB15 急性白血病化学治疗和/或其他治疗，不伴有并发症与合并症
RC19 恶性增生性疾患放射治疗
RD11 恶性增生性疾患的介入和/或射频治疗，伴有严重并发症与合并症
RD1B 恶性增生性疾患的介入和/或射频治疗，不伴严重并发症与合并症
RE11 恶性増生性疾患的化学和/或靶向、生物治疗，伴有严重并发症与合并症
RE13 恶性增生性疾患的化学和/或靶向、生物治疗，伴有一般并发症与合并症
RE15 恶性增生性疾患的化学和/或靶向、生物治疗，不伴有并发症与合并症
RF19 恶性增生性疾患终末期治疗
RR11 急性白血病，伴有严重并发症与合并症
RR13 急性白血病，伴有一般并发症与合并症
RR15 急性白血病，不伴有并发症与合并症
RS11 淋巴瘤及其他类型白血病，伴有严重并发症与合并症
RS1B 淋巴瘤及其他类型白血病，不伴严重并发症与合并症
RS21 骨髓瘤，伴有严重并发症与合并症
RS2B 骨髓瘤，不伴严重并发症与合并症
RT11 非特指恶性肿瘤，伴有严重并发症与合并症
RT13 非特指恶性肿瘤，伴有一般并发症与合并症
RT15 非特指恶性肿瘤，不伴有并发症与合并症
RT29 非特指良性肿瘤
RU19 与化学和/或靶向、生物治疗有关的恶性增生性疾患
RU21 恶性增生性疾患的免疫治疗，伴有严重并发症与合并症
RU23 恶性增生性疾患的免疫治疗，伴有一般并发症与合并症
RU25 恶性増生性疾患的免疫治疗，不伴有并发症与合并症
RV1A 与放射治疗有关的恶性增生性疾患，伴有严重或一般并发症与合并症
RV15 与放射治疗有关的恶性增生性疾患，不伴有并发症与合并症
RW11 恶性増生性疾患治疗后的随诊检査，伴有严重并发症与合并症
RW1B 恶性增生性疾患治疗后的随诊检查，不伴严重并发症与合并症
RW21 恶性增生性疾患维持性治疗，伴有严重并发症与合并症
RW23 恶性增生性疾患维持性治疗，伴有一般并发症与合并症
RW25 恶性增生性疾患维持性治疗，不伴有并发症与合并症
SB11 全身性感染的手术，伴有严重并发症与合并症
SB13 全身性感染的手术，伴有一般并发症与合并症
SB15 全身性感染的手术，不伴有并发症与合并症
SR11 败血症，伴有严重并发症与合并症
SR13 败血症，伴有一般并发症与合并症
SR15 败血症，不伴有并发症与合并症
SS11 手术后及创伤后感染，伴有严重并发症与合并症
SS13 手术后及创伤后感染，伴有一般并发症与合并症
SS15 手术后及创伤后感染，不伴有并发症与合并症
ST1A 原因不明的发热，伴有严重或一般并发症与合并症
ST15 原因不明的发热，不伴有并发症与合并症
SU1A 病毒性疾患，伴有严重或一般并发症与合并症
SU15 病毒性疾患，不伴有并发症与合并症
SV11 细菌性疾患，伴有严重并发症与合并症
SV13 细菌性疾患，伴有一般并发症与合并症
SV15 细菌性疾患，不伴有并发症与合并症
SZ11 其他感染性或寄生虫性疾患，伴有严重并发症与合并症
SZ13 其他感染性或寄生虫性疾患，伴有一般并发症与合并症
SZ15 其他感染性或寄生虫性疾患，不伴有并发症与合并症
TB19 精神病患者的手术
TR19 精神分裂症
TR29 偏执及急性精神病
TS19 重大的情感障碍
TS21 神经症性障碍及其他情感性障碍，伴有严重并发症与合并症
TS23 神经症性障碍及其他情感性障碍，伴有一般并发症与合并症
TS25 神经症性障碍及其他情感性障碍，不伴有并发症与合并症
TT19 进食及睡眠障碍
TT29 人格障碍
TU19 儿童期精神发育障碍
TV19 焦虑性障碍
TW1A 器质性及症状性精神障碍，伴有严重或一般并发症与合并症
TW15 器质性及症状性精神障碍，不伴有并发症与合并症
UR1A 酒精中毒及戒除，伴有严重或一般并发症与合并症
UR15 酒精中毒及戒除，不伴有并发症与合并症
US19 兴奋剂滥用与依赖
VB19 损伤的皮肤移植
VJ11 其他损伤的手术，伴有严重并发症与合并症
VJ13 其他损伤的手术，伴有一般并发症与合并症
VJ15 其他损伤的手术，不伴有并发症与合并症
VR19 损伤
VS1A 过敏反应，伴有严重或一般并发症与合并症
VS15 过敏反应，不伴有并发症与合并症
VS21 药物中毒或毒性反应，伴有严重并发症与合并症
VS23 药物中毒或毒性反应，伴有一般并发症与合并症
VS25 药物中毒或毒性反应，不伴有并发症与合并症
VT1A 医疗后遗症，伴有严重或一般并发症与合并症
VT15 医疗后遗症，不伴有并发症与合并症
VZ19 其他损伤、中毒及毒性反应疾患
WB11 大于体表30%或多处三度烧伤伴植皮，伴有严重并发症与合并症
WB13 大于体表30%或多处三度烧伤伴植皮，伴有一般并发症与合并症
WB15 大于体表30%或多处三度烧伤伴植皮，不伴有并发症与合并症
WC19 其他烧伤伴植皮
WJ11 烧伤伴除植皮之外的任何手术室手术，伴有严重并发症与合并症
WJ13 烧伤伴除植皮之外的任何手术室手术，伴有一般并发症与合并症
WJ15 烧伤伴除植皮之外的任何手术室手术，不伴有并发症与合并症
WR11 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤，伴有严重并发症与合并症
WR1B 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤，不伴严重并发症与合并症
WZ1A 其他烧伤、腐蚀伤及冻伤等灼伤，伴有严重或一般并发症与合并症
WZ15 其他烧伤、腐蚀伤及冻伤等灼伤，不伴有并发症与合并症
XJ11 其他接触健康服务的诊断伴手术室操作，伴有严重并发症与合并症
XJ1B 其他接触健康服务的诊断伴手术室操作，不伴严重并发症与合并症
XR19 康复
XR29 其他康复治疗
XS11 体征及症状，伴有严重并发症与合并症
XS13 体征及症状，伴有一般并发症与合并症
XS15 体征及症状，不伴有并发症与合并症
XS29 随访（不含恶性肿瘤诊断）
XT11 其他后期照护，伴有严重并发症与合并症
XT1B 其他后期照护，不伴严重并发症与合并症
XT29 非特指的先天畸形
XT31 其他影响健康状态的因素，伴有严重并发症与合并症
XT33 其他影响健康状态的因素，伴有一般并发症与合并症
XT35 其他影响健康状态的因素，不伴有并发症与合并症
YC11 HIV相关疾患的手术室手术，伴有严重并发症与合并症
YC13 HIV相关疾患的手术室手术，伴有一般并发症与合并症
YC15 HIV相关疾患的手术室手术，不伴有并发症与合并症
YR11 HIV相关疾患，伴有严重并发症与合并症
YR13 HIV相关疾患，伴有一般并发症与合并症
YR15 HIV相关疾患，不伴有并发症与合并症
YR29 HIV其他相关情况
ZB19 多发性严重创伤开颅术
ZC19 多发性严重创伤的脊柱、髄、股或肢体手术
ZD19 多发性重要创伤的腹腔手术
ZJ19 与多发重要创伤诊断有关的其他手术室操作
ZZ11 多发性重要创伤无手术，伴有严重并发症与合并症
ZZ1B 多发性重要创伤无手术，不伴严重并发症与合并症
