AA19 心脏移植
XS19 体征及症状
XS21 随访（不含恶性肿瘤诊断），伴严重并发症或合并症
XS23 随访（不含恶性肿瘤诊断），伴并发症或合并症
XS25 随访（不含恶性肿瘤诊断），不伴并发症或合并症
XT11 其他后期照护，伴严重并发症或合并症
XT13 其他后期照护，伴并发症或合并症
XT15 其他后期照护，不伴并发症或合并症
XT29 非特指的先天畸形
XT31 其他影响健康状态的因素，伴严重并发症或合并症
XT33 其他影响健康状态的因素，伴并发症或合并症
XT35 其他影响健康状态的因素，不伴并发症或合并症
YC11 HIV相关疾患的手术室手术，伴严重并发症或合并症
YC13 HIV相关疾患的手术室手术，伴并发症或合并症
YC15 HIV相关疾患的手术室手术，不伴并发症或合并症
YR11 HIV相关疾患，伴严重并发症或合并症
YR13 HIV相关疾患，伴并发症或合并症
YR15 HIV相关疾患，不伴并发症或合并症
YR29 HIV其他相关情况
ZB19 多发性严重创伤开颅术
ZC19 多发性严重创伤的脊柱、髋、股或肢体手术
ZD19 多发性重要创伤的腹腔手术
ZJ11 与多发重要创伤诊断有关的其他手术室操作，伴严重并发症或合并症
ZJ13 与多发重要创伤诊断有关的其他手术室操作，伴并发症或合并症
ZJ15 与多发重要创伤诊断有关的其他手术室操作，不伴并发症或合并症
ZZ11 多发性重要创伤无手术，伴严重并发症或合并症
ZZ13 多发性重要创伤无手术，伴并发症或合并症
ZZ15 多发性重要创伤无手术，不伴并发症或合并症
