AA19 心脏移植
PR13 新生儿呼吸窘迫综合征伴合并症或并发症
PR15 新生儿呼吸窘迫综合征不伴合并症或并发症
PS11 极度发育不全（出生体重＜1500g）伴严重合并症或并发症
PS13 极度发育不全（出生体重＜1500g）伴合并症或并发症
PS15 极度发育不全（出生体重＜1500g）不伴合并症或并发症
PT11 早产儿（出生体重1500-2499g）伴严重合并症或并发症
PT13 早产儿（出生体重1500-2499g）伴合并症或并发症
PT15 早产儿（出生体重1500-2499g）不伴合并症或并发症
PT21 早产儿（出生体重＞2499g），伴严重合并症或并发症
PT23 早产儿（出生体重＞2499g），伴一般合并症或并发症
PT25 早产儿（出生体重＞2499g），不伴合并症或并发症
PU11 足月儿伴严重合并症或并发症
PU13 足月儿伴合并症或并发症
PU15 足月儿不伴合并症或并发症
PV11 源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾患伴严重合并症或并发症
PV13 源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾患伴合并症或并发症
PV15 源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾患不伴合并症或并发症
QB19 脾切除术
QC19 胸腺手术
QD11 血液、造血器官及免疫系统其他手术伴严重合并症或并发症
QD13 血液、造血器官及免疫系统其他手术伴合并症或并发症
QD15 血液、造血器官及免疫系统其他手术不伴合并症或并发症
QJ19 非特指部位、组织、器官的良性肿瘤手术
QR11 网状内皮及免疫性疾患伴严重合并症或并发症
QR13 网状内皮及免疫性疾患伴合并症或并发症
QR15 网状内皮及免疫性疾患不伴合并症或并发症
QS11 红细胞病及营养性贫血伴严重合并症或并发症
QS13 红细胞病及营养性贫血伴合并症或并发症
QS15 红细胞病及营养性贫血不伴合并症或并发症
QS21 溶血性贫血伴严重合并症或并发症
QS23 溶血性贫血伴合并症或并发症
QS25 溶血性贫血不伴合并症或并发症
QS31 再生障碍性贫血伴严重合并症或并发症
QS33 再生障碍性贫血伴合并症或并发症
QS35 再生障碍性贫血不伴合并症或并发症
QS49 其他贫血
QT11 凝血功能障碍伴严重合并症或并发症
QT13 凝血功能障碍伴合并症或并发症
QT15 凝血功能障碍不伴合并症或并发症
RA19 淋巴瘤、白血病等伴重大手术
RA21 淋巴瘤、白血病等伴其他手术伴严重合并症或并发症
RA23 淋巴瘤、白血病等伴其他手术伴合并症或并发症
RA25 淋巴瘤、白血病等伴其他手术不伴合并症或并发症
RA31 骨髓增生性疾患或低分化肿瘤等伴重大手术伴严重合并症或并发症
RA33 骨髓增生性疾患或低分化肿瘤等伴重大手术伴合并症或并发症
RA35 骨髓增生性疾患或低分化肿瘤等伴重大手术不伴合并症或并发症
RA41 骨髓增生性疾患或低分化肿瘤等伴其他手术伴严重合并症或并发症
RA43 骨髓增生性疾患或低分化肿瘤等伴其他手术伴合并症或并发症
RA45 骨髓增生性疾患或低分化肿瘤等伴其他手术不伴合并症或并发症
RB11 急性白血病化学治疗和／或其他治疗伴严重合并症或并发症
RB13 急性白血病化学治疗和／或其他治疗伴合并症或并发症
RB15 急性白血病化学治疗和／或其他治疗不伴合并症或并发症
RC11 恶性增生性疾患放射治疗伴严重合并症或并发症
RC13 恶性增生性疾患放射治疗伴合并症或并发症
RC15 恶性增生性疾患放射治疗不伴合并症或并发症
RD19 恶性增生性疾患的介入和／或射频治疗
RE11 恶性增生性疾患的化学和／或靶向、生物治疗伴严重合并症或并发症
RE13 恶性增生性疾患的化学和／或靶向、生物治疗伴合并症或并发症
RE15 恶性增生性疾患的化学和／或靶向、生物治疗不伴合并症或并发症
RF11 恶性增生性疾患终末期治疗伴严重合并症或并发症
RF13 恶性增生性疾患终末期治疗伴合并症或并发症
RF15 恶性增生性疾患终末期治疗不伴合并症或并发症
RR11 急性白血病伴严重合并症或并发症
RR13 急性白血病伴合并症或并发症
RR15 急性白血病不伴合并症或并发症
RS11 淋巴瘤及其他类型白血病伴严重合并症或并发症
RS13 淋巴瘤及其他类型白血病伴合并症或并发症
RS15 淋巴瘤及其他类型白血病不伴合并症或并发症
RS21 骨髓瘤伴严重合并症或并发症
RS23 骨髓瘤伴合并症或并发症
RS25 骨髓瘤不伴合并症或并发症
RT11 非特指恶性肿瘤伴严重合并症或并发症
RT13 非特指恶性肿瘤伴合并症或并发症
RT15 非特指恶性肿瘤不伴合并症或并发症
RT21 非特指良性肿瘤伴严重合并症或并发症
RT23 非特指良性肿瘤伴合并症或并发症
RT25 非特指良性肿瘤不伴合并症或并发症
RU11 与化学和／或靶向、生物治疗有关的恶性增生性疾患伴严重合并症或并发症
RU13 与化学和／或靶向、生物治疗有关的恶性增生性疾患伴合并症或并发症
RU15 与化学和／或靶向、生物治疗有关的恶性增生性疾患不伴合并症或并发症
RU21 恶性增生性疾患的免疫治疗伴严重合并症或并发症
RU23 恶性增生性疾患的免疫治疗伴合并症或并发症
RU25 恶性增生性疾患的免疫治疗不伴合并症或并发症
RV11 与放射治疗有关的恶性增生性疾患伴严重合并症或并发症
RV13 与放射治疗有关的恶性增生性疾患伴合并症或并发症
RV15 与放射治疗有关的恶性增生性疾患不伴合并症或并发症
RW19 恶性增生性疾患治疗后的随诊检查
RW21 恶性增生性疾患维持性治疗伴严重合并症或并发症
RW23 恶性增生性疾患维持性治疗伴合并症或并发症
RW25 恶性增生性疾患维持性治疗不伴合并症或并发症
SB11 全身性感染的手术，伴严重并发症或合并症
SB13 全身性感染的手术，伴并发症或合并症
SB15 全身性感染的手术，不伴并发症或合并症
SR11 败血症伴严重合并症或并发症
SR13 败血症伴合并症或并发症
SR15 败血症不伴合并症或并发症
SS11 手术后及创伤后感染伴严重合并症或并发症
SS13 手术后及创伤后感染伴合并症或并发症
SS15 手术后及创伤后感染不伴合并症或并发症
ST11 原因不明的发热伴严重合并症或并发症
ST13 原因不明的发热伴合并症或并发症
ST15 原因不明的发热不伴合并症或并发症
SU11 病毒性疾患伴严重合并症或并发症
SU13 病毒性疾患伴合并症或并发症
SU15 病毒性疾患不伴合并症或并发症
SV11 细菌性疾患伴严重合并症或并发症
SV13 细菌性疾患伴合并症或并发症
SV15 细菌性疾患不伴合并症或并发症
SZ11 其他感染性或寄生虫性疾患伴严重合并症或并发症
SZ13 其他感染性或寄生虫性疾患伴合并症或并发症
SZ15 其他感染性或寄生虫性疾患不伴合并症或并发症
TB19 精神病患者的手术
TR11 精神分裂症伴严重合并症或并发症
TR13 精神分裂症伴合并症或并发症
TR15 精神分裂症不伴合并症或并发症
TR29 偏执及急性精神病
TS19 重大的情感障碍
TS29 神经症性障碍及其他情感性障碍
TT11 进食及睡眠障碍伴严重合并症或并发症
TT13 进食及睡眠障碍伴合并症或并发症
TT15 进食及睡眠障碍不伴合并症或并发症
TT21 人格障碍伴严重合并症或并发症
TT23 人格障碍伴合并症或并发症
TT25 人格障碍不伴合并症或并发症
TU19 儿童期精神发育障碍
TV19 焦虑性障碍
TW11 器质性及症状性精神障碍伴严重合并症或并发症
TW13 器质性及症状性精神障碍伴合并症或并发症
TW15 器质性及症状性精神障碍不伴合并症或并发症
UR11 酒精中毒及戒除伴严重合并症或并发症
UR13 酒精中毒及戒除伴合并症或并发症
UR15 酒精中毒及戒除不伴合并症或并发症
US19 兴奋剂滥用与依赖
VB19 损伤的皮肤移植
VC19 与损伤有关的清创术
VJ11 其他损伤的手术伴严重合并症或并发症
VJ13 其他损伤的手术伴合并症或并发症
VJ15 其他损伤的手术不伴合并症或并发症
VR11 损伤伴严重合并症或并发症
VR13 损伤伴合并症或并发症
VR15 损伤不伴合并症或并发症
VS19 过敏反应
VS21 药物中毒或毒性反应伴严重合并症或并发症
VS23 药物中毒或毒性反应伴合并症或并发症
VS25 药物中毒或毒性反应不伴合并症或并发症
VT11 医疗后遗症伴严重合并症或并发症
VT13 医疗后遗症伴合并症或并发症
VT15 医疗后遗症不伴合并症或并发症
VZ11 其他损伤、中毒及毒性反应疾患伴严重合并症或并发症
VZ13 其他损伤、中毒及毒性反应疾患伴合并症或并发症
VZ15 其他损伤、中毒及毒性反应疾患不伴合并症或并发症
WB11 大于体表30%或多处三度烧伤伴植皮伴严重合并症或并发症
WB13 大于体表30%或多处三度烧伤伴植皮伴合并症或并发症
WB15 大于体表30%或多处三度烧伤伴植皮不伴合并症或并发症
WC11 其他烧伤伴植皮伴严重合并症或并发症
WC13 其他烧伤伴植皮伴合并症或并发症
WC15 其他烧伤伴植皮不伴合并症或并发症
WJ11 烧伤伴除植皮之外的任何手术室手术，伴严重并发症或合并症
WJ13 烧伤伴除植皮之外的任何手术室手术，伴并发症或合并症
WJ15 烧伤伴除植皮之外的任何手术室手术，不伴并发症或合并症
WR11 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤伴严重合并症或并发症
WR13 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤伴合并症或并发症
WR15 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤不伴合并症或并发症
WZ11 其他烧伤、腐蚀伤及冻伤等灼伤伴严重合并症或并发症
WZ13 其他烧伤、腐蚀伤及冻伤等灼伤伴合并症或并发症
WZ15 其他烧伤、腐蚀伤及冻伤等灼伤不伴合并症或并发症
XJ11 其他接触健康服务的诊断伴手术室操作，伴严重并发症或合并症
XJ13 其他接触健康服务的诊断伴手术室操作，伴并发症或合并症
XJ15 其他接触健康服务的诊断伴手术室操作，不伴并发症或合并症
XR11 康复伴严重合并症或并发症
XR13 康复伴合并症或并发症
XR15 康复不伴合并症或并发症
XR21 其他康复治疗伴严重合并症或并发症
XR23 其他康复治疗伴合并症或并发症
XR25 其他康复治疗不伴合并症或并发症
XS11 体征及症状伴严重合并症或并发症
XS13 体征及症状伴合并症或并发症
XS15 体征及症状不伴合并症或并发症
XS21 随访（不含恶性肿瘤诊断）伴严重合并症或并发症
XS23 随访（不含恶性肿瘤诊断）伴合并症或并发症
XS25 随访（不含恶性肿瘤诊断）不伴合并症或并发症
XT11 其他后期照护伴严重合并症或并发症
XT13 其他后期照护伴合并症或并发症
XT15 其他后期照护不伴合并症或并发症
XT29 非特指的先天畸形
XT31 其他影响健康状态的因素伴严重合并症或并发症
XT33 其他影响健康状态的因素伴合并症或并发症
XT35 其他影响健康状态的因素不伴合并症或并发症
YC11 HIV相关疾患的手术室手术伴严重合并症或并发症
YC13 HIV相关疾患的手术室手术伴合并症或并发症
YC15 HIV相关疾患的手术室手术不伴合并症或并发症
YR11 HIV相关疾患，伴严重合并症或并发症
YR13 HIV相关疾患，伴一般合并症或并发症
YR15 HIV相关疾患，不伴合并症或并发症
YR21 HIV其他相关情况，伴严重合并症或并发症
YR23 HIV其他相关情况，伴一般合并症或并发症
YR25 HIV其他相关情况，不伴合并症或并发症
ZB11 多发性严重创伤开颅术伴严重合并症或并发症
ZB13 多发性严重创伤开颅术伴合并症或并发症
ZB15 多发性严重创伤开颅术，不伴合并症或并发症
ZC11 多发性严重创伤的脊柱、髋、股或肢体手术伴严重合并症或并发症
ZC13 多发性严重创伤的脊柱、髋、股或肢体手术伴合并症或并发症
ZC15 多发性严重创伤的脊柱、髋、股或肢体手术不伴合并症或并发症
ZD11 多发性重要创伤的腹腔手术伴严重合并症或并发症
ZD13 多发性重要创伤的腹腔手术伴合并症或并发症
ZD15 多发性重要创伤的腹腔手术不伴合并症或并发症
ZJ11 与多发重要创伤诊断有关的其他手术室操作伴严重合并症或并发症
ZJ13 与多发重要创伤诊断有关的其他手术室操作伴合并症或并发症
ZJ15 与多发重要创伤诊断有关的其他手术室操作不伴合并症或并发症
ZZ11 多发性重要创伤无手术，伴严重并发症或合并症
ZZ13 多发性重要创伤无手术，伴并发症或合并症
ZZ15 多发性重要创伤无手术，不伴并发症或合并症
BQY B_歧义组
CQY C_歧义组
DQY D_歧义组
EQY E_歧义组
FQY F_歧义组
GQY G_歧义组
HQY H_歧义组
IQY I_歧义组
JQY J_歧义组
KQY K_歧义组
LQY L_歧义组
MQY M_歧义组
NQY N_歧义组
OQY O_歧义组
PQY P_歧义组
QQY Q_歧义组
RQY R_歧义组
UQY U_歧义组
VQY V_歧义组
ZQY Z_歧义组
